Timestamp,Supplier,Model,Price_KD,Source_Chat,Raw_Snippet,Notes
2026-09-15 00:28 Asia/Kuwait,Teleflex Telecom Fzco,Redmi 15C 8/256GB,,Teleflex Telecom Fzco,SELLING READY STOCK Redmi 15C 8/256GB,
2026-09-15 00:28 Asia/Kuwait,Teleflex Telecom Fzco,ZTE Blade A35E 2/64GB,,Teleflex Telecom Fzco,SELLING READY STOCK ZTE Blade A35E 2/64GB,
2026-09-15 00:28 Asia/Kuwait,Teleflex Telecom Fzco,ZTE Blade A36 2/64GB,,Teleflex Telecom Fzco,SELLING READY STOCK ZTE Blade A36 2/64GB,
2026-09-15 00:28 Asia/Kuwait,Teleflex Telecom Fzco,ZTE Blade A36 4/64GB,,Teleflex Telecom Fzco,SELLING READY STOCK ZTE Blade A36 4/64GB,
2026-09-15 00:28 Asia/Kuwait,Teleflex Telecom Fzco,ZTE Blade A56 4/128GB,,Teleflex Telecom Fzco,SELLING READY STOCK ZTE Blade A56 4/128GB,
2026-09-15 00:28 Asia/Kuwait,Teleflex Telecom Fzco,ZTE Blade A75 5G 4/128GB,,Teleflex Telecom Fzco,SELLING READY STOCK ZTE Blade A75 5G 4/128GB,
2026-09-15 00:28 Asia/Kuwait,Teleflex Telecom Fzco,ZTE Blade A76 4G 4/128GB,,Teleflex Telecom Fzco,SELLING READY STOCK ZTE Blade A76 4G 4/128GB,
2026-09-15 00:28 Asia/Kuwait,Teleflex Telecom Fzco,ZTE Blade A76 5G 4/128GB,,Teleflex Telecom Fzco,SELLING READY STOCK ZTE Blade A76 5G 4/128GB,
2026-09-15 00:28 Asia/Kuwait,Teleflex Telecom Fzco,ZTE A57 4/64GB,,Teleflex Telecom Fzco,SELLING READY STOCK ZTE A57 4/64GB,
2026-09-15 00:28 Asia/Kuwait,Teleflex Telecom Fzco,ZTE A57 4/128GB,,Teleflex Telecom Fzco,SELLING READY STOCK ZTE A57 4/128GB,
2026-09-15 00:28 Asia/Kuwait,Teleflex Telecom Fzco,ZTE A77 4/128GB,,Teleflex Telecom Fzco,SELLING READY STOCK ZTE A77 4/128GB,
2026-09-15 00:28 Asia/Kuwait,Teleflex Telecom Fzco,HONOR X6D 5G 4/128GB,,Teleflex Telecom Fzco,SELLING READY STOCK HONOR X6D 5G 4/128GB,
2026-09-15 00:28 Asia/Kuwait,Teleflex Telecom Fzco,HONOR X6C 6/128GB,,Teleflex Telecom Fzco,SELLING READY STOCK HONOR X6C 6/128GB,
2026-09-15 00:28 Asia/Kuwait,Teleflex Telecom Fzco,Nubia Neo 5 5G 8/256GB,,Teleflex Telecom Fzco,SELLING READY STOCK Nubia Neo 5 5G 8/256GB,
2026-09-15 00:28 Asia/Kuwait,Teleflex Telecom Fzco,Nubia Neo 5 GT 5G 8/256GB,,Teleflex Telecom Fzco,SELLING READY STOCK Nubia Neo 5 GT 5G 8/256GB,
2026-09-15 00:28 Asia/Kuwait,Teleflex Telecom Fzco,Nubia Neo 5 Max 5G 8/256GB,,Teleflex Telecom Fzco,SELLING READY STOCK Nubia Neo 5 Max 5G 8/256GB,
2026-09-15 00:28 Asia/Kuwait,Teleflex Telecom Fzco,Nubia Air Pro 5G 8/256GB,,Teleflex Telecom Fzco,SELLING READY STOCK Nubia Air Pro 5G 8/256GB,
2026-09-15 05:14 Asia/Kuwait,Teleflex Telecom Fzco,Samsung A57 12/512GB,,Teleflex Telecom Fzco,WTS Samsung A57 12/512GB,
2026-09-09 01:53 Asia/Kuwait,Real Tech Fzco DXB,Samsung S25 FE 8/256GB,,Real Tech Fzco DXB,Selling Samsung S25 FE 8/256GB Ready stock,
2026-09-09 01:53 Asia/Kuwait,Real Tech Fzco DXB,Samsung S26 FE 8/256GB,,Real Tech Fzco DXB,Selling Samsung S26 FE 8/256GB Ready stock,
2026-09-09 01:53 Asia/Kuwait,Real Tech Fzco DXB,Samsung S25 Ultra 12/256GB,,Real Tech Fzco DXB,Selling Samsung S25 Ultra 12/256GB Ready stock,
2026-09-09 01:53 Asia/Kuwait,Real Tech Fzco DXB,Samsung X135 4/64GB,,Real Tech Fzco DXB,Selling Samsung X135 4/64GB Ready stock,
2026-09-09 01:53 Asia/Kuwait,Real Tech Fzco DXB,Samsung X230 6/128GB,,Real Tech Fzco DXB,Selling Samsung X230 6/128GB Ready stock,
2026-09-15 03:45 Asia/Kuwait,Real Tech Fzco DXB,Samsung A075 4/128GB Arabic,,Real Tech Fzco DXB,Selling Samsung A075 4/128GB Arabic Ready stock,
2026-09-15 02:01 Asia/Kuwait,KHALID ZAID SWIFT TELECOM,Samsung A075 4/64GB,,KHALID ZAID SWIFT TELECOM,Samsung A075 4/64GB 385,385
2026-09-15 02:01 Asia/Kuwait,KHALID ZAID SWIFT TELECOM,Samsung A075 4/128GB,,KHALID ZAID SWIFT TELECOM,Samsung A075 4/128GB 435,435
2026-09-15 02:01 Asia/Kuwait,KHALID ZAID SWIFT TELECOM,Samsung A165 4/128GB,,KHALID ZAID SWIFT TELECOM,Samsung A165 4/128GB 495,495
2026-09-15 02:01 Asia/Kuwait,KHALID ZAID SWIFT TELECOM,Samsung A175 4/128GB,,KHALID ZAID SWIFT TELECOM,Samsung A175 4/128GB 535,535
2026-09-15 02:01 Asia/Kuwait,KHALID ZAID SWIFT TELECOM,Samsung A175 6/128GB,,KHALID ZAID SWIFT TELECOM,Samsung A175 6/128GB 615,615
2026-09-15 03:26 Asia/Kuwait,KHALID ZAID SWIFT TELECOM,Samsung Galaxy S26 Ultra 12/256GB Black,,KHALID ZAID SWIFT TELECOM,"Samsung Galaxy S26 Ultra 12/256GB Black AED 3,070","AED 3,070"
2026-09-15 03:26 Asia/Kuwait,KHALID ZAID SWIFT TELECOM,Samsung Galaxy S26 Ultra 12/256GB White,,KHALID ZAID SWIFT TELECOM,"Samsung Galaxy S26 Ultra 12/256GB White AED 3,095","AED 3,095"
2026-09-15 01:53 Asia/Kuwait,Sahil Bora DXB,Samsung A175 4/128GB,,Sahil Bora DXB,WTS Ready Stock In FZE Samsung A175 4/128GB,
2026-09-15 01:53 Asia/Kuwait,Sahil Bora DXB,Samsung A07 4G 4/64,,Sahil Bora DXB,WTS Ready Stock In FZE Samsung A07 4G 4/64,
2026-09-15 01:53 Asia/Kuwait,Sahil Bora DXB,Samsung A36 5G A366E/DS 8/128,,Sahil Bora DXB,WTS Ready Stock In FZE Samsung A36 5G A366E/DS 8/128,
2026-09-15 01:53 Asia/Kuwait,Sahil Bora DXB,Samsung A36 5G A366E/DS 8/256,,Sahil Bora DXB,WTS Ready Stock In FZE Samsung A36 5G A366E/DS 8/256,
2026-09-15 01:53 Asia/Kuwait,Sahil Bora DXB,Samsung M17 5G 4/128,,Sahil Bora DXB,WTS Ready Stock In FZE Samsung M17 5G 4/128,
2026-09-15 01:53 Asia/Kuwait,Sahil Bora DXB,Samsung M17e 5G 4/128,,Sahil Bora DXB,WTS Ready Stock In FZE Samsung M17e 5G 4/128,
2026-09-15 01:53 Asia/Kuwait,Sahil Bora DXB,Samsung S25 FE S731B/DS 8/128,,Sahil Bora DXB,WTS Ready Stock In FZE Samsung S25 FE S731B/DS 8/128,
2026-09-15 01:53 Asia/Kuwait,Sahil Bora DXB,Google Pixel 11 512GB,,Sahil Bora DXB,WTS Ready Stock In FZE Google Pixel 11 512GB,
2026-09-15 01:53 Asia/Kuwait,Sahil Bora DXB,Motorola Edge 60 Fusion 12/256,,Sahil Bora DXB,WTS Ready Stock In FZE Motorola Edge 60 Fusion 12/256,
2026-09-12 07:37 Asia/Kuwait,Sahil Bora DXB,Samsung M17 4/128,,Sahil Bora DXB,Samsung M17 4/128 - $160 ready stock,$160
2026-09-12 07:37 Asia/Kuwait,Sahil Bora DXB,Samsung M17e 4/128,,Sahil Bora DXB,Samsung M17e 4/128 - $148 ready stock,$148
2026-09-15 04:05 Asia/Kuwait,Mohit- Teleflex DXB,A066 5G 4/64GB,,Mohit- Teleflex DXB,A066 5g 64 price — 370,370
2026-09-15 06:32 Asia/Kuwait,Mohit- Teleflex DXB,HONOR X6D 5G 4/128GB,,Mohit- Teleflex DXB,Honor x6d 5g 4/128,
2026-09-15 06:32 Asia/Kuwait,Mohit- Teleflex DXB,HONOR X6C 4/128GB,,Mohit- Teleflex DXB,X6c 4/128 price,
Today 7:49 PM,Fiona Tang HK,Redmi Note 15 8+256,,Fiona Tang HK,Redmi note15 8+256 190$,Visible wholesale list.; $190
Today 7:49 PM,Fiona Tang HK,Redmi A7 Pro 4+64,,Fiona Tang HK,Redmi A7Pro 4+64 $97,Visible wholesale list.; $97
Today 7:49 PM,Fiona Tang HK,Redmi 15 8+128,,Fiona Tang HK,Redmi15 8+128 172$,Visible wholesale list.; $172
Today 7:49 PM,Fiona Tang HK,Redmi 15C 8+256,,Fiona Tang HK,Redmi 15C 8+256 156$,Visible wholesale list.; $156
Today 7:49 PM,Fiona Tang HK,Redmi A5 3+64,,Fiona Tang HK,Redmi A5 3+64 92$,Visible wholesale list.; $92
Today 7:49 PM,Fiona Tang HK,Redmi 15C 5G 4+128,,Fiona Tang HK,Redmi 15C 5G 4+128 153$,Visible wholesale list.; $153
Today 7:42 AM,5g HK,Redmi 17 5G 4+128 CN NFC,,5g HK,Redmi 17 5G 4+128 CN NFC $137,FOB HK wholesale list.; $137
Today 7:42 AM,5g HK,Redmi 17 5G 6+128 CN,,5g HK,Redmi 17 5G 6+128 CN $155,FOB HK wholesale list.; $155
Today 7:42 AM,5g HK,Redmi 13C 5G 6+128G CN,,5g HK,Redmi 13C 5G 6+128G CN $118,FOB HK wholesale list.; $118
Today 7:42 AM,5g HK,Redmi 14C 4G 4+128G CN,,5g HK,Redmi 14C 4G 4+128G CN,FOB HK wholesale list.
Today 7:42 AM,5g HK,Redmi 14C 4G 8+256G CN,,5g HK,Redmi 14C 4G 8+256G CN,FOB HK wholesale list.
Today 7:42 AM,5g HK,Redmi 17C 4G 4+64G CN,,5g HK,Redmi 17C 4G 4+64G CN $107,FOB HK wholesale list.; $107
Today 7:42 AM,5g HK,Redmi 17C 4G 4+128G CN,,5g HK,Redmi 17C 4G 4+128G CN $122,FOB HK wholesale list.; $122
Today 7:42 AM,5g HK,Redmi 17C 4G 8+256G CN,,5g HK,Redmi 17C 4G 8+256G CN $148 prebook,Prebook.; $148
Today 7:42 AM,5g HK,Redmi Note 14 5G 8+128 CN,,5g HK,Redmi Note14 5G 8+128 CN $158,FOB HK wholesale list.; $158
Today 7:42 AM,5g HK,Redmi Note 14 5G 8+256 CN,,5g HK,Redmi Note14 5G 8+256 CN $188,FOB HK wholesale list.; $188
Today 7:42 AM,5g HK,Redmi Note 17 5G 6+128 CN,,5g HK,Redmi Note17 5G 6+128 CN $178,FOB HK wholesale list.; $178
Today 7:42 AM,5g HK,Redmi Note 17 5G 8+128 CN,,5g HK,Redmi Note17 5G 8+128 CN $193,FOB HK wholesale list.; $193
Today 7:42 AM,5g HK,Redmi Note 17 5G 8+256 CN,,5g HK,Redmi Note17 5G 8+256 CN $210,FOB HK wholesale list.; $210
Today 7:42 AM,5g HK,Xiaomi Civi 5 Pro 5G 12+256 CN,,5g HK,Xiaomi Civi5Pro 5G 12+256 CN $330,FOB HK wholesale list.; $330
Today 7:42 AM,5g HK,Redmi Note 14 Pro+ 12+512 CN,,5g HK,Redmi Note14pro plus 12+512 CN $248 prebook,Prebook.; $248
Today 7:42 AM,5g HK,Redmi 17 5G 4/128 EU NFC activated resealed,,5g HK,Redmi 17 5G 4/128 EU NFC activated resealed 169.5$,Prebook 3–4 days.; $169.5
Today 4:05 AM,Mohit- Teleflex DXB,A066 5G 64GB,,Mohit- Teleflex DXB,A066 5g 64 price → 370; Asian spec,Currency not stated; Asian spec mentioned in follow-up.; 370
Today 3:45 AM,Real Tech Fzco DXB,Samsung A075 4/128GB,,Real Tech Fzco DXB,Selling Samsung A075 4/128gb Blk green violet Arabic Ready,Ready stock; no price posted.
Today 2:01 AM,KHALID ZAID SWIFT TELECOM,Samsung A075 4/64,,KHALID ZAID SWIFT TELECOM,A075 4 64@385,Samsung Arabic list; currency not stated in message.; @385
Today 2:01 AM,KHALID ZAID SWIFT TELECOM,Samsung A075 4/128,,KHALID ZAID SWIFT TELECOM,A075 4 128@435,Samsung Arabic list; currency not stated in message.; @435
Today 2:01 AM,KHALID ZAID SWIFT TELECOM,Samsung A165 4/128,,KHALID ZAID SWIFT TELECOM,A165 4 128@495,Samsung Arabic list; currency not stated in message.; @495
Today 2:01 AM,KHALID ZAID SWIFT TELECOM,Samsung A175 4/128,,KHALID ZAID SWIFT TELECOM,A175 4 128@535,Samsung Arabic list; currency not stated in message.; @535
Today 2:01 AM,KHALID ZAID SWIFT TELECOM,Samsung A175 6/128,,KHALID ZAID SWIFT TELECOM,A175 6 128@615,Samsung Arabic list; currency not stated in message.; @615
Today 3:26 AM,KHALID ZAID SWIFT TELECOM,Samsung Galaxy S26 Ultra 12/256GB Black,,KHALID ZAID SWIFT TELECOM,"Galaxy S26 Ultra 12/256GB Black — 3,070 AED","Ready stock — DAFZA Dubai.; AED 3,070"
Today 3:26 AM,KHALID ZAID SWIFT TELECOM,Samsung Galaxy S26 Ultra 12/256GB White,,KHALID ZAID SWIFT TELECOM,"Galaxy S26 Ultra 12/256GB White — 3,095 AED","Ready stock — DAFZA Dubai.; AED 3,095"
Today 2:49 AM,Lancy Tang HK,Redmi 15C 5G 4+128GB EU Spec,,Lancy Tang HK,WTS Redmi 15C 5G 4+128GB EU Spec; Any demand?,No price posted.
Yesterday 7:19 AM,Lancy Tang HK,Redmi Note 14 5G 8+256GB Global spec,,Lancy Tang HK,"300 pieces; $188/pc exw hk, give you $187/pc exw hk","300 pcs, EXW HK; discounted quote.; $187/pc"
Today 1:53 AM,Sahil Bora DXB,Samsung A175 4/128GB,,Sahil Bora DXB,WTS Ready Stock In FZE: Samsung A175 4/128GB,FOB Dubai; no price posted.
Today 1:53 AM,Sahil Bora DXB,Samsung A07 4G 4/64,,Sahil Bora DXB,WTS Ready Stock In FZE: Samsung A07 4G 4/64,FOB Dubai; no price posted.
Today 1:53 AM,Sahil Bora DXB,Samsung A36 5G 8/128,,Sahil Bora DXB,WTS Ready Stock In FZE: Samsung A36 5G 8/128,FOB Dubai; no price posted.
Today 1:53 AM,Sahil Bora DXB,Samsung A36 5G 8/256,,Sahil Bora DXB,WTS Ready Stock In FZE: Samsung A36 5G 8/256,FOB Dubai; no price posted.
Today 1:53 AM,Sahil Bora DXB,Samsung M17 5G 4/128,,Sahil Bora DXB,WTS Ready Stock In FZE: Samsung M17 5G 4/128,FOB Dubai; no price posted.
Today 1:53 AM,Sahil Bora DXB,Samsung M17e 5G 4/128,,Sahil Bora DXB,WTS Ready Stock In FZE: Samsung M17e 5G 4/128,FOB Dubai; no price posted.
Today 1:53 AM,Sahil Bora DXB,Samsung S25 FE 8/128,,Sahil Bora DXB,WTS Ready Stock In FZE: Samsung S25 FE 8/128,FOB Dubai; no price posted.
Today 1:53 AM,Sahil Bora DXB,Google Pixel 11 512GB,,Sahil Bora DXB,WTS Ready Stock In FZE: Google Pixel 11 512GB,33 pcs; FOB Dubai; no price posted.
Today 1:53 AM,Sahil Bora DXB,Motorola Edge 60 Fusion 12/256,,Sahil Bora DXB,WTS Ready Stock In FZE: Motorola Edge 60 Fusion 12/256,In booking; FOB Dubai; no price posted.
Today 7:42 AM,5g HK,Redmi Note14 5G 8+128 CN,,5g HK,Redmi Note14 5G 8+128 CN $158,FOB HK; USD; price shown by supplier.; $158
Today 7:42 AM,5g HK,Redmi Note14 5G 8+256 CN,,5g HK,Redmi Note14 5G 8+256 CN $188,FOB HK; USD; price shown by supplier.; $188
Today 7:42 AM,5g HK,Redmi Note17 5G 6+128 CN,,5g HK,Redmi Note17 5G 6+128 CN $178,FOB HK; USD; price shown by supplier.; $178
Today 7:42 AM,5g HK,Redmi Note17 5G 8+128 CN,,5g HK,Redmi Note17 5G 8+128 CN $193,FOB HK; USD; price shown by supplier.; $193
Today 7:42 AM,5g HK,Redmi Note17 5G 8+256 CN,,5g HK,Redmi Note17 5G 8+256 CN $210,FOB HK; USD; price shown by supplier.; $210
Today 7:42 AM,5g HK,Xiaomi Civi5Pro 5G 12+256 CN,,5g HK,Xiaomi Civi5Pro 5G 12+256 CN $330,FOB HK; USD; price shown by supplier.; $330
Today 7:42 AM,5g HK,Redmi Note 14 Pro+ 12+512 CN,,5g HK,Redmi Note 14pro plus 12+512 CN $248 prebook,FOB HK; USD; price shown by supplier.; $248
Today 1:02 AM,Fiona Tang HK,Redmi Note 15 8+256,,Fiona Tang HK,note 15 8+256 193$,USD; phone offer.; $193
Yesterday 7:19 AM,Lancy Tang HK,Redmi Note14 5G 8+256 Global spec,,Lancy Tang HK,Redmi Note14 5G 8+256GB Global spec 300 pieces $188/pc exw hk give you $187/pc exw hk,USD; EXW HK; 300 pieces; discounted quote.; $187/pc (quoted $188/pc)
Today 2:49 AM,Lancy Tang HK,Redmi 15C 5G 4+128 EU Spec,,Lancy Tang HK,WTS: Redmi 15C 5G 4+128GB EU Spec Any demand for the above model ?,Price not posted; supplier asked about demand.
Today 4:05 AM,Roy HK,Redmi 15C 5G 4/128 UK,,Roy HK,Redmi 15C 5G 4/128G UK $146 with UK Charger,"USD; quantities Black 60, Purple 15, Green 15.; $146"
Today 2:01 AM,KHALID ZAID SWIFT TELECOM,Samsung A16 4/128,,KHALID ZAID SWIFT TELECOM,A165 4 128@495,Arabic spec; ready stock DAFZA Dubai.; AED 495
Today 2:01 AM,KHALID ZAID SWIFT TELECOM,Samsung A17 4/128,,KHALID ZAID SWIFT TELECOM,A175 4 128@535,Arabic spec; ready stock DAFZA Dubai.; AED 535
Today 2:01 AM,KHALID ZAID SWIFT TELECOM,Samsung A17 6/128,,KHALID ZAID SWIFT TELECOM,A175 6 128@615,Arabic spec; ready stock DAFZA Dubai.; AED 615
Today 3:26 AM,KHALID ZAID SWIFT TELECOM,Samsung Galaxy S26 Ultra 12/256 Black,,KHALID ZAID SWIFT TELECOM,"Galaxy S26 Ultra 12/256GB Black — 3,070 AED","Arabic spec; ready stock DAFZA Dubai.; AED 3,070"
Today 3:26 AM,KHALID ZAID SWIFT TELECOM,Samsung Galaxy S26 Ultra 12/256 White,,KHALID ZAID SWIFT TELECOM,"Galaxy S26 Ultra 12/256GB White — 3,095 AED","Arabic spec; ready stock DAFZA Dubai.; AED 3,095"
Today 2:59 AM,Onkar Singh Rajput HK,Samsung A17 5G 8/128,,Onkar Singh Rajput HK,Wts Samsung A17 8/128gb 5G On booking,Price not posted; on booking.
Today 4:05 AM,Mohit- Teleflex DXB,Samsung A06 5G 4/64,,Mohit- Teleflex DXB,A066 5g 64 price … 370,Currency unknown; Asian spec indicated in adjacent message.; 370
Today 3:45 AM,Real Tech Fzco DXB,Samsung A075 4/128,,Real Tech Fzco DXB,Selling Samsung A075 4/128gb Blk green violet Arabic Ready,Price not posted; Arabic; ready stock.
Today 1:53 AM,Sahil Bora DXB,Samsung A36 5G 8/128,,Sahil Bora DXB,Samsung A36 5G (A366E/DS) (8/128),Ready stock in FZE; FOB Dubai; price not posted.
Today 1:53 AM,Sahil Bora DXB,Samsung A36 5G 8/256,,Sahil Bora DXB,Samsung A36 5G (A366E/DS) (8/256),Ready stock in FZE; FOB Dubai; price not posted.
Today 1:53 AM,Sahil Bora DXB,Samsung S25 FE 8/128,,Sahil Bora DXB,Samsung S25 FE S731B/DS (8/128),Ready stock in FZE; FOB Dubai; price not posted.
Today 12:28 AM,Mohit- Teleflex DXB,Samsung A066 5G 4/64,,Teleflex Telecom Fzco,A066 5g 4/64gb,Community admin post in Teleflex Telecom Fzco; selling ready stock; price not posted.
Today 12:28 AM,Mohit- Teleflex DXB,Samsung A066 5G 4/128,,Teleflex Telecom Fzco,A066 5g 4/128gb,Community admin post in Teleflex Telecom Fzco; selling ready stock; price not posted.
Today 12:28 AM,Mohit- Teleflex DXB,Samsung A066 5G 6/128,,Teleflex Telecom Fzco,A066 5g 6/128gb,Community admin post in Teleflex Telecom Fzco; selling ready stock; price not posted.
Today 12:28 AM,Mohit- Teleflex DXB,Samsung A075 4/64,,Teleflex Telecom Fzco,A075 4/64gb,Community admin post in Teleflex Telecom Fzco; selling ready stock; price not posted.
Today 12:28 AM,Mohit- Teleflex DXB,Samsung A076 5G 4/64,,Teleflex Telecom Fzco,A076 5g 4/64gb,Community admin post in Teleflex Telecom Fzco; selling ready stock; price not posted.
Today 12:28 AM,Mohit- Teleflex DXB,Samsung A075 4/128,,Teleflex Telecom Fzco,A075 4/128gb,Community admin post in Teleflex Telecom Fzco; selling ready stock; price not posted.
Today 12:28 AM,Mohit- Teleflex DXB,Samsung A175 4/128,,Teleflex Telecom Fzco,A175 4/128gb,Community admin post in Teleflex Telecom Fzco; selling ready stock; price not posted.
Today 12:28 AM,Mohit- Teleflex DXB,Samsung A176 5G 4/128,,Teleflex Telecom Fzco,A176 5g 4/128gb,Community admin post in Teleflex Telecom Fzco; selling ready stock; price not posted.
Today 12:28 AM,Mohit- Teleflex DXB,OnePlus Nord CE5 5G 8/256,,Teleflex Telecom Fzco,Nord CE5 5G 8/256gb,Community admin post in Teleflex Telecom Fzco; selling ready stock; price not posted.
Today 12:28 AM,Mohit- Teleflex DXB,Redmi A5 3/64,,Teleflex Telecom Fzco,A5 3/64gb,Community admin post in Teleflex Telecom Fzco; selling ready stock; price not posted.
Today 12:28 AM,Mohit- Teleflex DXB,Redmi A7 Pro 4/64,,Teleflex Telecom Fzco,A7 Pro 4/64gb,Community admin post in Teleflex Telecom Fzco; selling ready stock; price not posted.
Today 12:28 AM,Mohit- Teleflex DXB,Redmi 15C 8/256,,Teleflex Telecom Fzco,15C 8/256gb,Community admin post in Teleflex Telecom Fzco; selling ready stock; price not posted.
Today 12:28 AM,Mohit- Teleflex DXB,ZTE Blade A35E 2/64,,Teleflex Telecom Fzco,Blade A35E 2/64gb,Community admin post in Teleflex Telecom Fzco; selling ready stock; price not posted.
Today 12:28 AM,Mohit- Teleflex DXB,ZTE Blade A36 2/64,,Teleflex Telecom Fzco,Blade A36 2/64gb,Community admin post in Teleflex Telecom Fzco; selling ready stock; price not posted.
Today 12:28 AM,Mohit- Teleflex DXB,ZTE Blade A36 4/64,,Teleflex Telecom Fzco,Blade A36 4/64gb,Community admin post in Teleflex Telecom Fzco; selling ready stock; price not posted.
Today 12:28 AM,Mohit- Teleflex DXB,ZTE Blade A56 4/128,,Teleflex Telecom Fzco,Blade A56 4/128gb,Community admin post in Teleflex Telecom Fzco; selling ready stock; price not posted.
Today 12:28 AM,Mohit- Teleflex DXB,ZTE Blade A75 5G 4/128,,Teleflex Telecom Fzco,Blade A75 5g 4/128gb,Community admin post in Teleflex Telecom Fzco; selling ready stock; price not posted.
Today 12:28 AM,Mohit- Teleflex DXB,ZTE Blade A76 4G 4/128,,Teleflex Telecom Fzco,Blade A76 4g 4/128gb,Community admin post in Teleflex Telecom Fzco; selling ready stock; price not posted.
Today 12:28 AM,Mohit- Teleflex DXB,ZTE Blade A76 5G 4/128,,Teleflex Telecom Fzco,Blade A76 5g 4/128gb,Community admin post in Teleflex Telecom Fzco; selling ready stock; price not posted.
Today 12:28 AM,Mohit- Teleflex DXB,ZTE A57 4/64,,Teleflex Telecom Fzco,Zte A57 4/64gb,Community admin post in Teleflex Telecom Fzco; selling ready stock; price not posted.
Today 12:28 AM,Mohit- Teleflex DXB,ZTE A57 4/128,,Teleflex Telecom Fzco,Zte A57 4/128gb,Community admin post in Teleflex Telecom Fzco; selling ready stock; price not posted.
Today 12:28 AM,Mohit- Teleflex DXB,ZTE A77 4/128,,Teleflex Telecom Fzco,Zte A77 4/128gb,Community admin post in Teleflex Telecom Fzco; selling ready stock; price not posted.
Today 12:28 AM,Mohit- Teleflex DXB,HONOR X6D 5G 4/128,,Teleflex Telecom Fzco,X6D 5G 4/128GB,Community admin post in Teleflex Telecom Fzco; selling ready stock; price not posted.
Today 12:28 AM,Mohit- Teleflex DXB,HONOR X6C 6/128,,Teleflex Telecom Fzco,X6C 6/128GB,Community admin post in Teleflex Telecom Fzco; selling ready stock; price not posted.
Today 12:28 AM,Mohit- Teleflex DXB,Nubia Neo 5 5G 8/256,,Teleflex Telecom Fzco,Neo 5 5G 8/256gb,Community admin post in Teleflex Telecom Fzco; selling ready stock; price not posted.
Today 12:28 AM,Mohit- Teleflex DXB,Nubia Neo 5 GT 5G 8/256,,Teleflex Telecom Fzco,Neo 5 GT 5G 8/256gb,Community admin post in Teleflex Telecom Fzco; selling ready stock; price not posted.
Today 12:28 AM,Mohit- Teleflex DXB,Nubia Neo 5 Max 5G 8/256,,Teleflex Telecom Fzco,Neo 5 Max 5G 8/256gb,Community admin post in Teleflex Telecom Fzco; selling ready stock; price not posted.
Today 12:28 AM,Mohit- Teleflex DXB,Nubia Air Pro 5G 8/256,,Teleflex Telecom Fzco,Nubia Air Pro 5G 8/256gb,Community admin post in Teleflex Telecom Fzco; selling ready stock; price not posted.
Today 5:14 AM,Mohit- Teleflex DXB,Samsung A57 12/512,,Teleflex Telecom Fzco,Sam. A57 12/512,Community admin WTS; price not posted.
Today 6:33 AM,Mohit- Teleflex DXB,Redmi A7 Pro 4/128,,Teleflex Telecom Fzco,Redmi A7 Pro 4/128,Community admin WTS; price not posted.
Today 7:42 AM,5g HK,Redmi Note 14 5G 8+128 CN,,5g HK,Redmi Note 14 5G 8+128 CN $158,CN; FOB HK; $158
Today 7:42 AM,5g HK,Redmi Note 14 5G 8+256 CN,,5g HK,Redmi Note 14 5G 8+256 CN $188,CN; FOB HK; $188
Today 7:42 AM,5g HK,Redmi Note 17 5G 6+128 CN,,5g HK,Redmi Note 17 5G 6+128 CN $178,CN; FOB HK; $178
Today 7:42 AM,5g HK,Redmi Note 17 5G 8+128 CN,,5g HK,Redmi Note 17 5G 8+128 CN $193,CN; FOB HK; $193
Today 7:42 AM,5g HK,Redmi Note 17 5G 8+256 CN,,5g HK,Redmi Note 17 5G 8+256 CN $210,CN; FOB HK; $210
Today 7:42 AM,5g HK,Redmi Note 14 Pro+ 12+512 CN,,5g HK,Redmi Note 14 Pro+ 12+512 CN $248 prebook,CN; prebook; FOB HK; $248
Today 7:49 PM,Fiona Tang HK,Redmi Note 15 8+256,,Fiona Tang HK,Redmi Note 15 8+256 $190,Visible Today supplier list; $190
Today 7:49 PM,Fiona Tang HK,Redmi A7 Pro 4+64,,Fiona Tang HK,Redmi A7 Pro 4+64 $97,Visible Today supplier list; $97
Today 7:49 PM,Fiona Tang HK,Redmi 15 8+128,,Fiona Tang HK,Redmi 15 8+128 $172,Visible Today supplier list; $172
Today 7:49 PM,Fiona Tang HK,Redmi 15C 8+256,,Fiona Tang HK,Redmi 15C 8+256 $156,Visible Today supplier list; $156
Today 7:49 PM,Fiona Tang HK,Redmi A5 3+64,,Fiona Tang HK,Redmi A5 3+64 $92,Visible Today supplier list; $92
Today 7:49 PM,Fiona Tang HK,Redmi 15C 5G 4+128,,Fiona Tang HK,Redmi 15C 5G 4+128 $153,Visible Today supplier list; $153
Today 7:47 AM,MGT,Samsung M07 4/64,,WTS MGT,M07 4/64-100 Ready local,"Ready local; “100” appears quantity, not price"
Today 7:47 AM,MGT,Samsung F07 4/64,,WTS MGT,F07 4/64-100 Ready local,"Ready local; “100” appears quantity, not price"
Today 9:32 AM,MGT,Samsung S26 12/256,,WTS MGT,S26 12/256 2 pink 2 blue 2 violet Ready local,"Ready local; 6 units listed, no price"
Today 9:36 PM,Bombay Digital DXB,Google Pixel 11 256GB,,WTS MGT,Wts Pixel 11 256Gb Color mix 100 pcs only booking,Color mix; 100 pcs; booking only; no price
